scheme_code,scheme_name,net_asset_value,repurchase_price,sale_price,date,scheme_classification,scheme_type,scheme_category,fund_family,fund_id,scheme_short_name,date_new,nav,sale_price_1,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,433.0025,428.6725,433.0025,26-Apr-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,428.6725,4/26/2017,433.0025,433.0025,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,433.8837,429.5449,433.8837,27-Apr-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,429.5449,4/27/2017,433.8837,433.8837,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,432.9917,428.6618,432.9917,28-Apr-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,428.6618,4/28/2017,432.9917,432.9917,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,432.0711,427.7504,432.0711,2-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,427.7504,5/2/2017,432.0711,432.0711,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,432.8265,428.4982,432.8265,3-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,428.4982,5/3/2017,432.8265,432.8265,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,435.0754,430.7246,435.0754,4-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,430.7246,5/4/2017,435.0754,435.0754,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,432.1902,427.8683,432.1902,5-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,427.8683,5/5/2017,432.1902,432.1902,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,435.184,430.8322,435.184,8-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,430.8322,5/8/2017,435.184,435.184,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,435.3451,430.9916,435.3451,9-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,430.9916,5/9/2017,435.3451,435.3451,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,438.7259,434.3386,438.7259,10-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,434.3386,5/10/2017,438.7259,438.7259,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,439.1355,434.7441,439.1355,11-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,434.7441,5/11/2017,439.1355,439.1355,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,438.2302,433.8479,438.2302,12-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,433.8479,5/12/2017,438.2302,438.2302,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,439.6903,435.2934,439.6903,15-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,435.2934,5/15/2017,439.6903,439.6903,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,441.9176,437.4984,441.9176,16-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,437.4984,5/16/2017,441.9176,441.9176,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,441.9445,437.5251,441.9445,17-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,437.5251,5/17/2017,441.9445,441.9445,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,437.0833,432.7125,437.0833,18-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,432.7125,5/18/2017,437.0833,437.0833,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,436.2123,431.8502,436.2123,19-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,431.8502,5/19/2017,436.2123,436.2123,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,433.8524,429.5139,433.8524,22-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,429.5139,5/22/2017,433.8524,433.8524,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,432.1957,427.8737,432.1957,23-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,427.8737,5/23/2017,432.1957,432.1957,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,430.4707,426.166,430.4707,24-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,426.166,5/24/2017,430.4707,430.4707,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,436.575,432.2093,436.575,25-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,432.2093,5/25/2017,436.575,436.575,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,439.7682,435.3705,439.7682,26-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,435.3705,5/26/2017,439.7682,439.7682,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,438.0811,433.7003,438.0811,29-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,433.7003,5/29/2017,438.0811,438.0811,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,440.0647,435.6641,440.0647,30-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,435.6641,5/30/2017,440.0647,440.0647,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,441.3145,436.9014,441.3145,31-May-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,436.9014,5/31/2017,441.3145,441.3145,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,441.4275,437.0132,441.4275,1-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,437.0132,6/1/2017,441.4275,441.4275,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,443.9238,439.4846,443.9238,2-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,439.4846,6/2/2017,443.9238,443.9238,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,444.7476,440.3001,444.7476,5-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,440.3001,6/5/2017,444.7476,444.7476,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,442.4027,437.9787,442.4027,6-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,437.9787,6/6/2017,442.4027,442.4027,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,444.288,439.8451,444.288,7-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,439.8451,6/7/2017,444.288,444.288,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,443.8064,439.3683,443.8064,8-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,439.3683,6/8/2017,443.8064,443.8064,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,444.0979,439.6569,444.0979,9-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,439.6569,6/9/2017,444.0979,444.0979,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,442.2324,437.8101,442.2324,12-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,437.8101,6/12/2017,442.2324,442.2324,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,441.9172,437.498,441.9172,13-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,437.498,6/13/2017,441.9172,441.9172,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,441.912,437.4929,441.912,14-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,437.4929,6/14/2017,441.912,441.912,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,440.0274,435.6271,440.0274,15-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,435.6271,6/15/2017,440.0274,440.0274,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,440.0291,435.6288,440.0291,16-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,435.6288,6/16/2017,440.0291,440.0291,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,441.6611,437.2445,441.6611,19-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,437.2445,6/19/2017,441.6611,441.6611,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,442.4174,437.9932,442.4174,20-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,437.9932,6/20/2017,442.4174,442.4174,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,441.388,436.9741,441.388,21-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,436.9741,6/21/2017,441.388,441.388,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,440.8576,436.449,440.8576,22-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,436.449,6/22/2017,440.8576,440.8576,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,438.3307,433.9474,438.3307,23-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,433.9474,6/23/2017,438.3307,438.3307,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,435.4283,431.074,435.4283,27-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,431.074,6/27/2017,435.4283,435.4283,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,436.066,431.7053,436.066,28-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,431.7053,6/28/2017,436.066,436.066,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,436.1399,431.7785,436.1399,29-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,431.7785,6/29/2017,436.1399,436.1399,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,436.7327,432.3654,436.7327,30-Jun-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,432.3654,6/30/2017,436.7327,436.7327,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,439.1771,434.7853,439.1771,3-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,434.7853,7/3/2017,439.1771,439.1771,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,437.8926,433.5137,437.8926,4-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,433.5137,7/4/2017,437.8926,437.8926,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,440.395,435.9911,440.395,5-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,435.9911,7/5/2017,440.395,440.395,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,441.2553,436.8427,441.2553,6-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,436.8427,7/6/2017,441.2553,441.2553,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,441.41,436.9959,441.41,7-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,436.9959,7/7/2017,441.41,441.41,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,446.6847,442.2179,446.6847,10-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,442.2179,7/10/2017,446.6847,446.6847,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,447.2562,442.7836,447.2562,11-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,442.7836,7/11/2017,447.2562,447.2562,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,448.9728,444.4831,448.9728,12-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,444.4831,7/12/2017,448.9728,448.9728,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,451.9317,447.4124,451.9317,13-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,447.4124,7/13/2017,451.9317,451.9317,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,452.4159,447.8917,452.4159,14-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,447.8917,7/14/2017,452.4159,452.4159,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,454.7501,450.2026,454.7501,17-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,450.2026,7/17/2017,454.7501,454.7501,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,455.175,450.6233,455.175,18-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,450.6233,7/18/2017,455.175,455.175,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,458.5807,453.9949,458.5807,19-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,453.9949,7/19/2017,458.5807,458.5807,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,457.1318,452.5605,457.1318,20-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,452.5605,7/20/2017,457.1318,457.1318,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,457.8682,453.2895,457.8682,21-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,453.2895,7/21/2017,457.8682,457.8682,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,459.5143,454.9192,459.5143,24-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,454.9192,7/24/2017,459.5143,459.5143,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,459.9332,455.3339,459.9332,25-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,455.3339,7/25/2017,459.9332,459.9332,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,462.3254,457.7021,462.3254,26-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,457.7021,7/26/2017,462.3254,462.3254,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,461.7713,457.1536,461.7713,27-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,457.1536,7/27/2017,461.7713,461.7713,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,460.1792,455.5774,460.1792,28-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,455.5774,7/28/2017,460.1792,460.1792,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,462.3871,457.7632,462.3871,31-Jul-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,457.7632,7/31/2017,462.3871,462.3871,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,463.6354,458.999,463.6354,1-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,458.999,8/1/2017,463.6354,463.6354,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,463.0017,458.3717,463.0017,2-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,458.3717,8/2/2017,463.0017,463.0017,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,460.2704,455.6677,460.2704,3-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,455.6677,8/3/2017,460.2704,460.2704,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,462.9843,458.3545,462.9843,4-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,458.3545,8/4/2017,462.9843,462.9843,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,463.2582,458.6256,463.2582,7-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,458.6256,8/7/2017,463.2582,463.2582,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,458.6017,454.0157,458.6017,8-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,454.0157,8/8/2017,458.6017,458.6017,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,453.6859,449.149,453.6859,9-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,449.149,8/9/2017,453.6859,453.6859,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,448.9078,444.4187,448.9078,10-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,444.4187,8/10/2017,448.9078,448.9078,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,445.7629,441.3053,445.7629,11-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,441.3053,8/11/2017,445.7629,445.7629,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,448.8279,444.3396,448.8279,14-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,444.3396,8/14/2017,448.8279,448.8279,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,452.4406,447.9162,452.4406,16-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,447.9162,8/16/2017,452.4406,452.4406,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,452.2923,447.7694,452.2923,17-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,447.7694,8/17/2017,452.2923,452.2923,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,449.083,444.5922,449.083,18-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,444.5922,8/18/2017,449.083,449.083,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,445.1026,440.6516,445.1026,21-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,440.6516,8/21/2017,445.1026,445.1026,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,445.9049,441.4459,445.9049,22-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,441.4459,8/22/2017,445.9049,445.9049,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,449.1216,444.6304,449.1216,23-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,444.6304,8/23/2017,449.1216,449.1216,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,450.8282,446.3199,450.8282,24-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,446.3199,8/24/2017,450.8282,450.8282,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,453.9845,449.4447,453.9845,28-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,449.4447,8/28/2017,453.9845,453.9845,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,449.5576,445.062,449.5576,29-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,445.062,8/29/2017,449.5576,449.5576,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,452.8721,448.3434,452.8721,30-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,448.3434,8/30/2017,452.8721,452.8721,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,452.7024,448.1754,452.7024,31-Aug-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,448.1754,8/31/2017,452.7024,452.7024,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,455.9588,451.3992,455.9588,1-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,451.3992,9/1/2017,455.9588,455.9588,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,452.3653,447.8416,452.3653,4-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,447.8416,9/4/2017,452.3653,452.3653,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,453.8911,449.3522,453.8911,5-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,449.3522,9/5/2017,453.8911,453.8911,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,452.0524,447.5319,452.0524,6-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,447.5319,9/6/2017,452.0524,452.0524,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,453.9012,449.3622,453.9012,7-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,449.3622,9/7/2017,453.9012,453.9012,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,452.987,448.4571,452.987,8-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,448.4571,9/8/2017,452.987,452.987,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,456.2183,451.6561,456.2183,11-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,451.6561,9/11/2017,456.2183,456.2183,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,459.2347,454.6424,459.2347,12-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,454.6424,9/12/2017,459.2347,459.2347,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,458.8538,454.2653,458.8538,13-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,454.2653,9/13/2017,458.8538,458.8538,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,460.3405,455.7371,460.3405,14-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,455.7371,9/14/2017,460.3405,460.3405,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,460.1812,455.5794,460.1812,15-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,455.5794,9/15/2017,460.1812,460.1812,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,463.5669,458.9312,463.5669,18-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,458.9312,9/18/2017,463.5669,463.5669,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,463.6685,459.0318,463.6685,19-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,459.0318,9/19/2017,463.6685,463.6685,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,462.2651,457.6424,462.2651,20-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,457.6424,9/20/2017,462.2651,462.2651,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,461.9834,457.3636,461.9834,21-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,457.3636,9/21/2017,461.9834,461.9834,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,454.4661,449.9214,454.4661,22-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,449.9214,9/22/2017,454.4661,454.4661,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,450.7235,446.2163,450.7235,25-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,446.2163,9/25/2017,450.7235,450.7235,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,450.4463,445.9418,450.4463,26-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,445.9418,9/26/2017,450.4463,450.4463,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,444.1087,439.6676,444.1087,27-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,439.6676,9/27/2017,444.1087,444.1087,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,446.4419,441.9775,446.4419,28-Sep-17,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,441.9775,9/28/2017,446.4419,446.4419,,,,,,,,,,
